query_length,tfidf_srcc,jaccard_srcc,ratcliff_srcc
52,0.3417071685176961,0.16438973703865012,0.36257388702455096
16,0.016389437359109096,0.07426897076353088,0.04837283310926692
52,0.0064001708761953924,0.002935145292580745,0.0007284845298314546
43,0.4162064734197989,0.2402830280811375,0.8600949015145793
19,0.453103583504771,0.004675585325267723,0.16438973703865012
10,0.6985377519524941,0.728752566908127,0.9048224147367736
62,0.4387948865691028,0.10147017562151157,0.8600949015145793
17,0.6672904456712221,0.5894229088423139,0.3729699095048
78,0.4620108862392819,0.5437007991990148,0.5437007991990148
30,0.23761884061099176,0.4995208817182808,0.7913733978200618
63,0.14263670537136702,0.3143349771386964,0.6633257542362446
49,0.27666444989581596,0.009227472229761112,0.16027455107910063
13,0.004370507553662533,0.30493057446978084,0.7479334475419401
57,0.6771888443218218,0.08307130670785144,0.06597092249664786
24,0.14835729861849292,0.16929618329684926,0.042718510627876995
33,0.23497379059889356,0.8476806823268924,0.7241036435108112
50,0.08564648173103372,0.036896559181429193,0.005162925673676805
5,nan,0.726277745597272,0.810740159586021
32,0.35398333761993617,0.39786954986416645,0.3162939707830972
45,0.9941093998518032,0.3815126055165442,0.4464646102705483
13,0.2012912773646583,0.8058494762573882,0.5912462398946646
61,0.6223789817630219,0.3764723395871389,0.21202623258054837
51,0.7913733978200618,0.6980625600802783,0.9648685868194993
3,0.26599012613812,0.6990874622522539,0.8749185237110242
53,0.014663294425522876,0.3012703852688381,0.9698849998123449
31,0.08974117098576595,0.4937853749783244,0.2735637312732845
60,0.6587277693915812,0.7979289571847079,0.5781074593622941
52,0.03758851020414889,0.5975844293405876,0.012021458958253047
35,0.03621455166600094,0.25629944086852136,0.8108800461568323
16,0.1003656219472864,0.10889791872295293,0.0008772646601370105
35,0.2709312922123218,0.9274121430287734,0.6864870716570238
18,0.7479334475419401,0.9161629364685899,0.7671582206450904
74,0.02539325994542246,0.1435939359264716,0.6134176645307821
38,0.9749025019933399,0.4051940025851082,0.6359170579042353
30,0.5582037583475348,0.3242405577811318,0.10147017562151157
36,0.013493705859719977,0.07639823895582827,0.09234164249328174
56,0.9398091995407436,0.06138492007540436,0.05646561004225937
27,0.45009791291219303,0.0073639905544930434,0.07809346645156448
57,0.32267802500462284,0.48936989488013527,0.37999323699324683
31,0.6056669357379652,0.6516067136240762,0.42742125802266384
7,0.9336582752769402,0.9622186389365357,0.10087319118710468
6,nan,0.929773058763596,0.929773058763596
16,0.1003656219472864,0.7670967901272088,0.19740281710053553
26,0.005459880391495794,0.06390346908828197,0.17716966765175673
9,0.15790700775131705,0.9472827354192418,0.19389749464477735
58,0.4349861436228526,0.5781074593622941,0.7865148626867856
43,0.3456206337468547,0.41992697220250474,0.7865148626867856
31,0.9698849998123449,0.8351690405914345,0.5607873732874131
18,0.904275382338634,0.5378182864835639,0.014997129643632603
32,0.365890009944308,0.02566371563209713,0.065548285182185
16,0.9336582752769402,0.9336582752769402,0.34228635081121406
26,0.8000659301231434,0.6785210023072673,0.36583606430402404
42,0.08974200093498792,0.21202623258054837,0.4598812216330833
54,0.4939125443630319,0.02540456073060758,0.3323968570405118
11,0.4175360751562064,0.8600427724461667,0.7479334475419401
23,0.45009791291219303,0.12104224025287909,0.022124780463792442
32,0.2012912773646583,0.897229644090652,0.41992697220250474
48,0.0006627349426710378,0.5977234210548006,0.6864870716570238
64,0.0016797609461186701,0.27666444989581596,0.4698861728108753
10,0.08614921179831085,0.5394664944297437,0.9247982163788796
33,0.9748930643675195,0.14452609966359914,0.757528699864343
60,0.058275370917327096,0.43291223176785953,0.8354138453754828
57,0.2795976355152773,0.3869077934644005,0.36067248687000397
14,0.1003656219472864,0.1003656219472864,0.15423604448098624
55,0.4542034838793192,0.003492145210830058,0.031105216869543383
47,0.22974103217104477,0.3607181825764969,0.27666444989581596
25,0.3359662475919173,0.33558416068599217,0.8849015088305833
55,0.0824956182712069,0.06448807512897049,0.8551479470173743
11,0.2012912773646583,0.43322092403812174,0.6403283626905398
28,0.1003656219472864,0.5293161121319092,0.26493783916023605
31,0.6587277693915812,0.8575146606083546,0.37999323699324683
9,0.45009791291219303,0.45009791291219303,0.04837283310926692
43,0.01949206016698259,0.9748741571315795,0.8304946161837171
25,0.2795976355152773,0.0010824442332012113,0.006744771529507769
53,0.14263670537136702,0.34043987257480246,0.10384052952246073
52,0.8799311955207728,0.592836599385401,0.019500547061355036
42,0.8275573370515621,0.4517433040339657,0.4068034873176819
36,0.10687070696592833,0.30804621495069806,0.4015036070038971
25,0.10782681480040582,0.757528699864343,0.6958288642370746
3,nan,0.04984326526395839,0.38157756369604023
33,0.21677396445073122,0.44262106677574986,0.44262106677574986
41,0.5607873732874131,0.051308939380185395,0.18380643241191041
3,nan,0.04384225460135615,0.03036522097069978
40,0.8849015088305833,0.3125679126222414,0.5781074593622941
59,0.8157739948259723,0.7527267095067718,0.8011125555760907
27,0.1728368864071423,0.487684327726293,0.44262106677574986
11,0.8394928213661261,0.7610993565150765,0.38512645820262414
12,0.2742467068353281,0.8961426492476257,0.4015036070038971
10,0.6765220917842534,0.839982067009404,0.4939125443630319
69,0.09234164249328174,0.07809346645156448,0.04670190938806289
34,0.4627240108650673,0.6999233615973774,0.9398091995407436
27,0.671829279057,0.7862002512657221,0.6000744184144979
62,0.29455199407204263,0.5737559530736434,0.40515233009814566
48,0.04510379717080075,0.011642373367085757,0.7816639121085741
17,0.79109995828098,0.6914362018682975,0.12640665077932206
57,0.1507520910530992,0.5619619464418484,0.7005157258604466
32,0.02810399756938959,0.48221541759006326,0.4125038246613568
39,0.011919637001913333,0.5372002924096654,0.05742465038435194
59,0.21699266668730374,0.8948150458120687,0.7146383646582315
50,0.3006681944004437,0.30202174531236486,0.06448807512897049
65,0.2825500572639195,0.5352473458918693,0.36948599387790193
25,0.5143826800752827,0.9622899432770964,0.36602063833951404
6,nan,0.01927808541111822,0.5801448368930091
26,0.7610993565150765,0.4498053960814744,0.8011125555760907
55,0.4464646102705483,0.37629872835228184,0.22458459821120463
43,0.012857400741655403,0.4049721129788576,0.7241036435108112
8,0.6725564354857818,0.10889448639059719,0.0050232025868820335
65,0.38709023775567686,0.12453637946191343,0.8600949015145793
39,0.08964283774171533,0.01911764574368909,0.9849400483404018
18,0.0014082926272458312,0.49577721756951354,0.325898627038793
58,0.06197074406641593,0.4898669433807742,0.3356744310134179
23,0.3960188425614638,0.3191959471751871,0.42742125802266384
15,0.0003907628295620325,0.03439767460078733,0.014997129643632603
59,0.15423604448098624,0.5911055528228322,0.15029922707342816
46,0.9098116651774512,0.8452698052894374,0.352345677311515
44,0.5185244542213634,0.36257388702455096,0.5102566899029022
7,0.11073982810258075,0.7857257158617271,0.5435476334292182
54,0.14835729861849292,0.0051411930078859545,0.3323968570405118
41,0.1815757703703732,0.9598534442846784,0.44262106677574986
35,0.07583618938448418,0.01925208491444842,0.21449998226074232
10,0.6837733827703941,0.23313511360934022,0.48182491843154673
19,0.07166158895987006,0.6658287561578986,0.5607873732874131
16,0.1003656219472864,0.1003656219472864,0.7145353315504003
74,0.9398091995407436,0.43844439038998095,0.38709023775567686
51,0.3835325530925867,0.3121517970381977,0.8849015088305833
44,0.005162925673676805,0.7502379276560094,0.7121744273783535
59,0.01911764574368909,0.10374695728803428,0.2808843515051914
48,0.7241036435108112,0.6817187709435535,0.20713542085215372
55,0.001003095342484901,0.0055040468495771875,0.9648685868194993
5,0.45009791291219303,0.45009791291219303,0.9498088454020427
35,0.586852724489982,0.7719854265259412,0.6633257542362446
41,0.7962393511384775,0.06992073829262123,0.06880769728594098
37,0.7052130308607131,0.8008185653252472,0.45809865870248545
28,0.35398333761993617,0.982410554728909,0.06240648623134545
27,0.1636592605992802,0.22826231234185765,0.7288508763559796
14,0.6991139356931767,0.5308872091691441,0.9598383547382281
28,0.01999104624051599,0.11798037156435756,0.37999323699324683
41,0.9849400483404018,0.0012598433814585265,0.1999404529048871
19,0.35005274150141663,0.35005274150141663,0.44262106677574986
20,0.4620108862392819,0.1854393539819542,0.5310434616086306
45,0.4542034838793192,0.8298627106380848,0.3456206337468547
33,0.3764723395871389,0.08155462416878981,0.2538915426582106
19,0.3764723395871389,0.06617027351673785,0.23761884061099176
15,0.13175869969113302,0.8819742409233682,0.11312213950560147
10,0.35398333761993617,0.35398333761993617,0.38709023775567686
31,0.38436935670972927,0.5985664238430112,0.7671582206450904
53,0.4979744144247943,0.1995856304146484,0.5781074593622941
61,0.8108800461568323,0.7694863715836783,0.7527267095067718
20,0.1003656219472864,0.1003656219472864,0.8205416389109771
52,0.18380643241191041,0.6701271441922231,0.3356744310134179
46,0.73837374901493,0.26137428514137967,0.7005157258604466
21,0.6765220917842534,0.8525666749734413,0.7574401142391419
23,0.021321371948543454,0.8481596541653238,0.7527267095067718
21,0.46054556261738366,1.0,0.3729699095048
32,0.3456206337468547,0.9293966415937769,0.6313917305184382
62,0.5781074593622941,0.5100956041628331,0.1281419520870412
24,0.07159416840365282,0.11377550964778038,0.12640665077932206
30,0.1352523431335165,0.23161515794207765,0.681832438507082
31,0.19621802463995042,0.20095025611354855,0.6134176645307821
42,0.19757966317255538,0.72865415052238,0.1522587891703607
15,0.1447371604873945,0.1447371604873945,0.7527267095067718
32,0.07732549101511754,0.6632062684236695,0.6633257542362446
57,0.5226819111403139,0.8600427724461667,0.6495672222012883
37,0.3835325530925867,0.0037559054040682727,0.07809346645156448
12,0.12557861317657795,0.8427452574316621,0.8427452574316621
55,0.5352473458918693,0.7479334475419401,0.3162939707830972
53,0.66793535735332,0.8011125555760907,0.7146383646582315
56,0.25946936992853786,0.03786145931606977,0.006570618371105349
20,0.00592412188680874,0.06823777950638235,0.08180541617403764
57,0.33822402961387166,0.46559928988387644,0.5824730901969897
43,0.21600839451984055,0.6529124761497103,0.9398091995407436
4,nan,0.1923865648214562,0.8699066491639261
24,0.012159772777125166,0.33495906844673196,0.5226819111403139
47,0.586852724489982,0.5476457857972895,0.16438973703865012
39,0.42939303767387305,0.7374179773172953,0.6313917305184382
10,0.08614921179831085,0.5394664944297437,0.9247982163788796
44,0.34228635081121406,0.08105293843129571,0.06344083999820868
37,0.26133859487813577,0.9010241128954645,0.6958288642370746
71,0.8403389659546905,0.8034793139066475,0.7816639121085741
44,0.3180944357238608,0.5669609877396948,0.681832438507082
9,0.5768276553310456,0.5768276553310456,0.39787297935196153
50,0.06662156350962728,0.3516020897216491,0.5522144386322418
3,nan,0.6781282577997529,0.5519122238772017
67,0.15029922707342816,0.6450049409876997,0.33897093917086685
34,0.059188073993570095,0.4121452431993472,0.38157756369604023
59,0.48693779160837924,0.06748038358686022,0.5781074593622941
25,0.45822001063095863,0.6426025665480485,0.4620108862392819
54,0.9899597295184989,0.5499288640014355,0.4898669433807742
35,0.1229023801916087,0.16046205709208494,0.681832438507082
25,1.0,0.7610993565150765,0.6887070456650782
9,0.03508004794019909,0.6849243958315956,0.07368454222847849
18,0.5614337040309119,0.6946214025945898,0.9548397533571387
41,0.7865148626867856,0.18122986008600617,0.352345677311515
26,0.8425957057008571,0.7478415811819192,0.24009902290353932
8,0.802642895289257,0.802642895289257,0.2511314536907905
40,0.10573007684232141,0.4360093024563598,0.5479501508336087
50,0.3099862644060448,0.9147722333799801,0.8354138453754828
50,0.009494632752337166,0.6746393644350406,0.07334086574364809
39,0.27626168776099036,0.7621653000362345,0.3068610916782761
12,0.4615189715815966,0.46907162698282245,0.38334971281174024
47,0.6765220917842534,0.3194764651496698,0.39787297935196153
36,0.4015036070038971,0.7518199336857435,0.757528699864343
25,0.35398333761993617,0.38157756369604023,0.9247982163788796
47,0.8045447078924329,0.3127556071349127,0.8157739948259723
7,0.8997063301216168,0.5321129131317642,0.2402830280811375
11,0.04101308859620176,0.9146762126765109,0.15623105162611672
45,0.22203494893940093,0.325898627038793,0.3068610916782761
15,0.2307174954863089,0.3175080612891021,0.7598451583861201
59,0.07931658537453377,0.6223789817630219,0.7816639121085741
6,0.8136742631683342,0.8042921985441699,0.19858061104207145
2,nan,0.6470677066590182,0.9447759733812152
50,0.9398091995407436,0.7623392575365604,0.3922792730250404
57,0.0023002371929242587,0.5620145678222295,0.291522687103458
32,0.36257388702455096,0.43119491043425096,0.40881908952023194
18,0.012159772777125166,0.013596568500946994,0.5564935505662203
40,0.17499413541563488,0.5838420008925271,0.20231998601897422
32,0.016394084731294372,0.0018336548934304552,0.034879991379496524
38,0.40443050284577287,0.5564935505662203,0.4015036070038971
36,0.08695594245899081,0.7121744273783535,0.9899597295184989
20,0.03189276157741796,0.031456521910129,0.21449998226074232
41,0.6404548402871415,0.02329531442069746,0.025021864609017935
18,0.4349861436228526,0.2740588725936048,0.9197997451459456
27,0.2544928775551498,0.5246087451054868,0.3835325530925867
37,0.016152610269293155,0.005654726404493654,0.9749025019933399
30,0.4998958124724252,0.34043987257480246,0.07809346645156448
48,0.7241036435108112,0.6817187709435535,0.20713542085215372
5,0.5760508009942158,0.4439875989872605,0.82797350573245
17,0.7913733978200618,0.9824237928518398,0.8600949015145793
47,0.536798704187992,0.33619853911624764,0.6313917305184382
52,0.33302102516996546,0.7719018322647654,0.40515233009814566
50,0.802642895289257,0.37999323699324683,0.24296636906130623
38,0.802642895289257,0.2606898713693607,0.025021864609017935
31,0.23761884061099176,0.3035675756130615,0.9949797739432688
45,0.32442399634852714,0.6701271441922231,0.6495672222012883
47,0.0012967923499898853,0.48165773227061126,0.07334086574364809
39,0.034075611822035154,0.3570680064707452,0.2795976355152773
8,0.1003656219472864,0.1003656219472864,0.7863577306711409
